"GCO_COMID";"GCO_DATVAL";"GCO_DESCR";"GCO_PROID";"GCO_CODCAT";"GCO_AUSLID";"GCO_PMPID";"GCO_CAP";"GCO_TRIBID";"GCO_ISTAT";"GCO_TERID";"GCO_DATFINE";"GCO_FLCAPO";"GCO_COMONID";"GCO_FONTE";"GCO_DATINS";"GCO_UTEINS";"GCO_DATAGG";"GCO_UTEAGG";"GCO_NAZIONE";"GCO_ANACOM"
1001;01/01/1950;"AGLIE'";"TO";"A074";0;;"10011";1125;1001;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1002;01/01/1950;"AIRASCA";"TO";"A109";0;;"10060";1191;1002;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1003;01/01/1950;"ALA DI STURA";"TO";"A117";0;;"10070";1272;1003;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1004;01/01/1950;"ALBIANO D'IVREA";"TO";"A157";0;;"10010";1125;1004;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1005;01/01/1950;"ALICE SUPERIORE";"TO";"A199";0;;"10010";1125;1005;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1006;01/01/1950;"ALMESE";"TO";"A218";0;;"10040";1272;1006;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1007;01/01/1950;"ALPETTE";"TO";"A221";0;;"10080";1125;1007;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1008;01/01/1950;"ALPIGNANO";"TO";"A222";0;;"10091";1272;1008;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1009;01/01/1950;"ANDEZENO";"TO";"A275";0;;"10020";1272;1009;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1010;01/01/1950;"ANDRATE";"TO";"A282";0;;"10010";1125;1010;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1011;01/01/1950;"ANGROGNA";"TO";"A295";0;;"10060";1191;1011;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1012;01/01/1950;"ARIGNANO";"TO";"A405";0;;"10020";1272;1012;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1013;01/01/1950;"AVIGLIANA";"TO";"A518";0;;"10051";1272;1013;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1014;01/01/1950;"AZEGLIO";"TO";"A525";0;;"10010";1125;1014;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1015;01/01/1950;"BAIRO";"TO";"A584";0;;"10010";1125;1015;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1016;01/01/1950;"BALANGERO";"TO";"A587";0;;"10070";1272;1016;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1017;01/01/1950;"BALDISSERO CANAVESE";"TO";"A590";0;;"10080";1125;1017;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1018;01/01/1950;"BALDISSERO TORINESE";"TO";"A591";0;;"10020";1272;1018;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1019;01/01/1950;"BALME";"TO";"A599";0;;"10070";1272;1019;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1020;01/01/1950;"BANCHETTE";"TO";"A607";0;;"10010";1125;1020;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1021;01/01/1950;"BARBANIA";"TO";"A625";0;;"10070";1272;1021;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1022;01/01/1950;"BARDONECCHIA";"TO";"A651";0;;"10052";1272;1022;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1023;01/01/1950;"BARONE CANAVESE";"TO";"A673";0;;"10010";1125;1023;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1024;01/01/1950;"BEINASCO";"TO";"A734";0;;"10092";1272;1024;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1025;01/01/1950;"BIBIANA";"TO";"A853";0;;"10060";1191;1025;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1026;01/01/1950;"BOBBIO PELLICE";"TO";"A910";0;;"10060";1191;1026;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1027;01/01/1950;"BOLLENGO";"TO";"A941";0;;"10012";1125;1027;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1028;01/01/1950;"BORGARO TORINESE";"TO";"A990";0;;"10071";1272;1028;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1029;01/01/1950;"BORGIALLO";"TO";"B003";0;;"10080";1125;1029;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1030;01/01/1950;"BORGOFRANCO D'IVREA";"TO";"B015";0;;"10013";1125;1030;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1031;01/01/1950;"BORGOMASINO";"TO";"B021";0;;"10031";1125;1031;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1032;01/01/1950;"BORGONE DI SUSA";"TO";"B024";0;;"10050";1272;1032;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1033;01/01/1950;"BOSCONERO";"TO";"B075";0;;"10080";1272;1033;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1034;01/01/1950;"BRANDIZZO";"TO";"B121";0;;"10032";1272;1034;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1035;01/01/1950;"BRICHERASIO";"TO";"B171";0;;"10060";1191;1035;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1036;01/01/1950;"BROSSO";"TO";"B205";0;;"10080";1125;1036;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1037;01/01/1950;"BROZOLO";"TO";"B209";0;;"10020";1272;1037;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1038;01/01/1950;"BRUINO";"TO";"B216";0;;"10090";1272;1038;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1039;01/01/1950;"BRUSASCO";"TO";"B225";0;;"10020";1272;1039;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1040;01/01/1950;"BRUZOLO";"TO";"B232";0;;"10050";1272;1040;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1041;01/01/1950;"BURIASCO";"TO";"B278";0;;"10060";1191;1041;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1042;01/01/1950;"BUROLO";"TO";"B279";0;;"10010";1125;1042;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1043;01/01/1950;"BUSANO";"TO";"B284";0;;"10080";1272;1043;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1044;01/01/1950;"BUSSOLENO";"TO";"B297";0;;"10053";1272;1044;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1045;01/01/1950;"BUTTIGLIERA ALTA";"TO";"B305";0;;"10090";1272;1045;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1046;01/01/1950;"CAFASSE";"TO";"B350";0;;"10070";1272;1046;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1047;01/01/1950;"CALUSO";"TO";"B435";0;;"10014";1125;1047;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1048;01/01/1950;"CAMBIANO";"TO";"B462";0;;"10021";1272;1048;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1049;01/01/1950;"CAMPIGLIONE FENILE";"TO";"B512";0;;"10060";1191;1049;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1050;01/01/1950;"CANDIA CANAVESE";"TO";"B588";0;;"10010";1125;1050;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1051;01/01/1950;"CANDIOLO";"TO";"B592";0;;"10060";1272;1051;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1052;01/01/1950;"CANISCHIO";"TO";"B605";0;;"10080";1125;1052;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1053;01/01/1950;"CANTALUPA";"TO";"B628";0;;"10060";1191;1053;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1054;01/01/1950;"CANTOIRA";"TO";"B637";0;;"10070";1272;1054;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1055;01/01/1950;"CAPRIE";"TO";"B705";0;;"10040";1272;1055;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1056;01/01/1950;"CARAVINO";"TO";"L219";0;;"10010";1125;1056;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1057;01/01/1950;"CAREMA";"TO";"B762";0;;"10010";1125;1057;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1058;01/01/1950;"CARIGNANO";"TO";"B777";0;;"10041";1272;1058;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1059;01/01/1950;"CARMAGNOLA";"TO";"B791";0;;"10022";1272;1059;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1060;01/01/1950;"CASALBORGONE";"TO";"B867";0;;"10020";1272;1060;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1061;01/01/1950;"CASCINETTE D'IVREA";"TO";"B953";0;;"10010";1125;1061;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1062;01/01/1950;"CASELETTE";"TO";"B955";0;;"10040";1272;1062;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1063;01/01/1950;"CASELLE TORINESE";"TO";"B960";0;;"10072";1272;1063;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1064;01/01/1950;"CASTAGNETO PO";"TO";"C045";0;;"10090";1272;1064;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1065;01/01/1950;"CASTAGNOLE PIEMONTE";"TO";"C048";0;;"10060";1191;1065;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1066;01/01/1950;"CASTELLAMONTE";"TO";"C133";0;;"10081";1125;1066;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1067;01/01/1950;"CASTELNUOVO NIGRA";"TO";"C241";0;;"10080";1125;1067;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1068;01/01/1950;"CASTIGLIONE TORINESE";"TO";"C307";0;;"10090";1272;1068;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1069;01/01/1950;"CAVAGNOLO";"TO";"C369";0;;"10020";1272;1069;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1070;01/01/1950;"CAVOUR";"TO";"C404";0;;"10061";1191;1070;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1071;01/01/1950;"CERCENASCO";"TO";"C487";0;;"10060";1191;1071;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1072;01/01/1950;"CERES";"TO";"C497";0;;"10070";1272;1072;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1073;01/01/1950;"CERESOLE REALE";"TO";"C505";0;;"10080";1125;1073;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1074;01/01/1950;"CESANA TORINESE";"TO";"C564";0;;"10054";1272;1074;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1075;01/01/1950;"CHIALAMBERTO";"TO";"C604";0;;"10070";1272;1075;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1076;01/01/1950;"CHIANOCCO";"TO";"C610";0;;"10050";1272;1076;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1077;01/01/1950;"CHIAVERANO";"TO";"C624";0;;"10010";1125;1077;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1078;01/01/1950;"CHIERI";"TO";"C627";0;;"10023";1272;1078;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1079;01/01/1950;"CHIESANUOVA";"TO";"C629";0;;"10080";1125;1079;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1080;01/01/1950;"CHIOMONTE";"TO";"C639";0;;"10050";1272;1080;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1081;01/01/1950;"CHIUSA DI S.MICHELE";"TO";"C655";0;;"10050";1272;1081;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1082;01/01/1950;"CHIVASSO";"TO";"C665";0;;"10034";1272;1082;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1083;01/01/1950;"CICONIO";"TO";"C679";0;;"10080";1125;1083;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1084;01/01/1950;"CINTANO";"TO";"C711";0;;"10080";1125;1084;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1085;01/01/1950;"CINZANO";"TO";"C715";0;;"10090";1272;1085;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1086;01/01/1950;"CIRIE'";"TO";"C722";0;;"10073";1272;1086;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1087;01/01/1950;"CLAVIERE";"TO";"C793";0;;"10050";1272;1087;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1088;01/01/1950;"COASSOLO TORINESE";"TO";"C801";0;;"10070";1272;1088;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1089;01/01/1950;"COAZZE";"TO";"C803";0;;"10050";1272;1089;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1090;01/01/1950;"COLLEGNO";"TO";"C860";0;;"10093";1272;1090;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1091;01/01/1950;"COLLERETTO CASTELNUOVO";"TO";"C867";0;;"10080";1125;1091;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1092;01/01/1950;"COLLERETTO GIACOSA";"TO";"C868";0;;"10010";1125;1092;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1093;01/01/1950;"CONDOVE";"TO";"C955";0;;"10055";1272;1093;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1094;01/01/1950;"CORIO";"TO";"D008";0;;"10070";1272;1094;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1095;01/01/1950;"COSSANO CANAVESE";"TO";"D092";0;;"10010";1125;1095;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1096;01/01/1950;"CUCEGLIO";"TO";"D197";0;;"10090";1125;1096;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1097;01/01/1950;"CUMIANA";"TO";"D202";0;;"10040";1191;1097;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1098;01/01/1950;"CUORGNE'";"TO";"D208";0;;"10082";1125;1098;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1099;01/01/1950;"DRUENTO";"TO";"D373";0;;"10040";1272;1099;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1100;01/01/1950;"EXILLES";"TO";"D433";0;;"10050";1272;1100;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1101;01/01/1950;"FAVRIA";"TO";"D520";0;;"10083";1272;1101;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1102;01/01/1950;"FELETTO";"TO";"D524";0;;"10080";1272;1102;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1103;01/01/1950;"FENESTRELLE";"TO";"D532";0;;"10060";1191;1103;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1104;01/01/1950;"FIANO";"TO";"D562";0;;"10070";1272;1104;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1105;01/01/1950;"FIORANO CANAVESE";"TO";"D608";0;;"10010";1125;1105;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1106;01/01/1950;"FOGLIZZO";"TO";"D646";0;;"10090";1272;1106;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1107;01/01/1950;"FORNO CANAVESE";"TO";"D725";0;;"10084";1272;1107;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1108;01/01/1950;"FRASSINETTO";"TO";"D781";0;;"10080";1125;1108;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1109;01/01/1950;"FRONT";"TO";"D805";0;;"10070";1272;1109;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1110;01/01/1950;"FROSSASCO";"TO";"D812";0;;"10060";1191;1110;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1111;01/01/1950;"GARZIGLIANA";"TO";"D931";0;;"10060";1191;1111;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1112;01/01/1950;"GASSINO TORINESE";"TO";"D933";0;;"10090";1272;1112;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1113;01/01/1950;"GERMAGNANO";"TO";"D983";0;;"10070";1272;1113;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1114;01/01/1950;"GIAGLIONE";"TO";"E009";0;;"10050";1272;1114;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1115;01/01/1950;"GIAVENO";"TO";"E020";0;;"10094";1272;1115;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1116;01/01/1950;"GIVOLETTO";"TO";"E067";0;;"10040";1272;1116;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1117;01/01/1950;"GRAVERE";"TO";"E154";0;;"10050";1272;1117;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1118;01/01/1950;"GROSCAVALLO";"TO";"E199";0;;"10070";1272;1118;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1119;01/01/1950;"GROSSO";"TO";"E203";0;;"10070";1272;1119;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1120;01/01/1950;"GRUGLIASCO";"TO";"E216";0;;"10095";1272;1120;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1121;01/01/1950;"INGRIA";"TO";"E301";0;;"10080";1125;1121;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1122;01/01/1950;"INVERSO PINASCA";"TO";"E311";0;;"10060";1191;1122;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1123;01/01/1950;"ISOLABELLA";"TO";"E345";0;;"10040";1272;1123;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1124;01/01/1950;"ISSIGLIO";"TO";"E368";0;;"10080";1125;1124;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1125;01/01/1950;"IVREA";"TO";"E379";0;;"10015";1125;1125;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1126;01/01/1950;"LA CASSA";"TO";"E394";0;;"10040";1272;1126;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1127;01/01/1950;"LA LOGGIA";"TO";"E423";0;;"10040";1272;1127;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1128;01/01/1950;"LANZO TORINESE";"TO";"E445";0;;"10074";1272;1128;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1129;01/01/1950;"LAURIANO";"TO";"E484";0;;"10020";1272;1129;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1130;01/01/1950;"LEINI'";"TO";"E518";0;;"10040";1272;1130;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1131;01/01/1950;"LEMIE";"TO";"E520";0;;"10070";1272;1131;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1132;01/01/1950;"LESSOLO";"TO";"E551";0;;"10010";1125;1132;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1133;01/01/1950;"LEVONE";"TO";"E566";0;;"10070";1272;1133;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1134;01/01/1950;"LOCANA";"TO";"E635";0;;"10080";1125;1134;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1135;01/01/1950;"LOMBARDORE";"TO";"E660";0;;"10040";1272;1135;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1136;01/01/1950;"LOMBRIASCO";"TO";"E661";0;;"10040";1191;1136;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1137;01/01/1950;"LORANZE'";"TO";"E683";0;;"10010";1125;1137;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1138;01/01/1950;"LUGNACCO";"TO";"E727";0;;"10080";1125;1138;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1139;01/01/1950;"LUSERNA S.GIOVANNI";"TO";"E758";0;;"10062";1191;1139;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1140;01/01/1950;"LUSERNETTA";"TO";"E759";0;;"10060";1191;1140;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1141;01/01/1950;"LUSIGLIE'";"TO";"E763";0;;"10080";1125;1141;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1142;01/01/1950;"MACELLO";"TO";"E782";0;;"10060";1191;1142;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1143;01/01/1950;"MAGLIONE";"TO";"E817";0;;"10030";1125;1143;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1144;01/01/1950;"MARENTINO";"TO";"E941";0;;"10020";1272;1144;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1145;01/01/1950;"MASSELLO";"TO";"F041";0;;"10060";1191;1145;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1146;01/01/1950;"MATHI";"TO";"F053";0;;"10075";1272;1146;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1147;01/01/1950;"MATTIE";"TO";"F058";0;;"10050";1272;1147;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1148;01/01/1950;"MAZZE'";"TO";"F067";0;;"10035";1125;1148;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1149;01/01/1950;"MEANA DI SUSA";"TO";"F074";0;;"10050";1272;1149;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1150;01/01/1950;"MERCENASCO";"TO";"F140";0;;"10010";1125;1150;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1151;01/01/1950;"MEUGLIANO";"TO";"F164";0;;"10080";1125;1151;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1152;01/01/1950;"MEZZENILE";"TO";"F182";0;;"10070";1272;1152;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1153;01/01/1950;"MOMBELLO DI TORINO";"TO";"F315";0;;"10020";1272;1153;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1154;01/01/1950;"MOMPANTERO";"TO";"F318";0;;"10059";1272;1154;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1155;01/01/1950;"MONASTERO DI LANZO";"TO";"F327";0;;"10070";1272;1155;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1156;01/01/1950;"MONCALIERI";"TO";"F335";0;;"10024";1272;99991156;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1157;01/01/1950;"MONCENISIO";"TO";"D553";0;;"10050";1272;1157;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1158;01/01/1950;"MONTALDO TORINESE";"TO";"F407";0;;"10020";1272;1158;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1159;01/01/1950;"MONTALENGHE";"TO";"F411";0;;"10090";1125;1159;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1160;01/01/1950;"MONTALTO DORA";"TO";"F420";0;;"10016";1125;1160;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1161;01/01/1950;"MONTANARO";"TO";"F422";0;;"10017";1272;1161;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1162;01/01/1950;"MONTEU DA PO";"TO";"F651";0;;"10020";1272;1162;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1163;01/01/1950;"MORIONDO TORINESE";"TO";"F733";0;;"10020";1272;1163;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1164;01/01/1950;"NICHELINO";"TO";"F889";0;;"10042";1272;1164;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1165;01/01/1950;"NOASCA";"TO";"F906";0;;"10080";1125;1165;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1166;01/01/1950;"NOLE";"TO";"F925";0;;"10076";1272;1166;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1167;01/01/1950;"NOMAGLIO";"TO";"F927";0;;"10010";1125;1167;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1168;01/01/1950;"NONE";"TO";"F931";0;;"10060";1191;1168;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1169;01/01/1950;"NOVALESA";"TO";"F948";0;;"10050";1272;1169;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1170;01/01/1950;"OGLIANICO";"TO";"G010";0;;"10080";1272;1170;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1171;01/01/1950;"ORBASSANO";"TO";"G087";0;;"10043";1272;1171;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1172;01/01/1950;"ORIO CANAVESE";"TO";"G109";0;;"10010";1125;1172;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1173;01/01/1950;"OSASCO";"TO";"G151";0;;"10060";1191;1173;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1174;01/01/1950;"OSASIO";"TO";"G152";0;;"10040";1191;1174;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1175;01/01/1950;"OULX";"TO";"G196";0;;"10056";1272;1175;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1176;01/01/1950;"OZEGNA";"TO";"G202";0;;"10080";1125;1176;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
1177;01/01/1950;"PALAZZO CANAVESE";"TO";"G262";0;;"10010";1125;1177;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
