"GCO_COMID";"GCO_DATVAL";"GCO_DESCR";"GCO_PROID";"GCO_CODCAT";"GCO_AUSLID";"GCO_PMPID";"GCO_CAP";"GCO_TRIBID";"GCO_ISTAT";"GCO_TERID";"GCO_DATFINE";"GCO_FLCAPO";"GCO_COMONID";"GCO_FONTE";"GCO_DATINS";"GCO_UTEINS";"GCO_DATAGG";"GCO_UTEAGG";"GCO_NAZIONE";"GCO_ANACOM"
37054;01/01/1950;"S.LAZZARO DI SAVENA";"BO";"H945";22;;"40068";37006;37054;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
37055;01/01/1950;"S.PIETRO IN CASALE";"BO";"I110";25;;"40018";37006;37055;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
37056;01/01/1950;"S.AGATA BOLOGNESE";"BO";"I191";26;;"40019";37006;37056;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
37057;01/01/1950;"SASSO MARCONI";"BO";"G972";20;;"40037";37006;37057;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
37058;01/01/1950;"SAVIGNO";"BO";"I474";20;;"40060";37006;37058;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
37059;01/01/1950;"VERGATO";"BO";"L762";21;;"40038";37006;37059;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
37060;01/01/1950;"ZOLA PREDOSA";"BO";"M185";20;;"40069";37006;37060;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
37501;01/01/1950;"BORGO PANIGALE";"BO";"B027";0;;"40132";37006;37006;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
37502;01/01/1950;"TOSSIGNANO";"BO";"B044";0;;"40020";37006;37006;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
37503;01/01/1950;"PERSICETO";"BO";"A944";0;;"00000";37006;37006;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
38001;01/01/1950;"ARGENTA";"FE";"A393";32;;"44011";38008;38001;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
38002;01/01/1950;"BERRA";"FE";"A806";34;;"44033";38008;38002;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
38003;01/01/1950;"BONDENO";"FE";"A965";31;;"44012";38008;38003;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
38004;01/01/1950;"CENTO";"FE";"C469";30;;"44042";38008;38004;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
38005;01/01/1950;"CODIGORO";"FE";"C814";33;;"44021";38008;38005;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
38006;01/01/1950;"COMACCHIO";"FE";"C912";33;;"44022";38008;38006;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
38007;01/01/1950;"COPPARO";"FE";"C980";34;;"44034";38008;38007;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
38008;01/01/1950;"FERRARA";"FE";"D548";31;;"44100";38008;38008;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
38009;01/01/1950;"FORMIGNANA";"FE";"D713";34;;"44035";38008;38009;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
38010;01/01/1950;"JOLANDA DI SAVOIA";"FE";"E320";34;;"44037";38008;38010;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
38011;01/01/1950;"LAGOSANTO";"FE";"E410";33;;"44023";38008;38011;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
38012;01/01/1950;"MASI TORELLO";"FE";"F016";32;;"44020";38008;38012;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
38013;01/01/1950;"MASSA FISCAGLIA";"FE";"F026";33;;"44025";38008;38013;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
38014;01/01/1950;"MESOLA";"FE";"F156";33;;"44026";38008;38014;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
38015;01/01/1950;"MIGLIARINO";"FE";"F198";33;;"44027";38008;38015;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
38016;01/01/1950;"MIRABELLO";"FE";"F235";30;;"44043";38008;38016;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
38017;01/01/1950;"OSTELLATO";"FE";"G184";32;;"44020";38008;38017;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
38018;01/01/1950;"POGGIO RENATICO";"FE";"G768";31;;"44028";38008;38018;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
38019;01/01/1950;"PORTOMAGGIORE";"FE";"G916";32;;"44015";38008;38019;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
38020;01/01/1950;"RO";"FE";"H360";34;;"44030";38008;38020;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
38021;01/01/1950;"S.AGOSTINO";"FE";"I209";30;;"44047";38008;38021;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
38022;01/01/1950;"VIGARANO MAINARDA";"FE";"L868";31;;"44049";38008;38022;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
38023;01/01/1950;"VOGHIERA";"FE";"M110";32;;"44019";38008;38023;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
38024;01/01/1950;"TRESIGALLO";"FE";"L390";34;;"44039";38008;38024;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
38025;01/01/1950;"GORO";"FE";"E107";33;;"44020";38008;38025;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
38026;01/01/1950;"MIGLIARO";"FE";"F199";0;;"44020";38008;38026;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
38501;01/01/1950;"ALBERONE (CENTO)";"FE";"C469";0;;"44040";38008;38004;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
38502;01/01/1950;"ALBAREA";"FE";"D548";0;;"00000";38008;38008;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
38503;01/01/1950;"MIGLIARO FERRARESE";"FE";"F199";0;;"44020";38008;38015;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
38504;01/01/1950;"SERRAVALLE (BERRA)";"FE";"A806";0;;"44030";38008;38002;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
38505;01/01/1950;"RERO (FORMIGNANA)";"FE";"D713";0;;"44030";38008;38009;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
38506;01/01/1950;"S.NICOLO' (ARGENTA)";"FE";"A393";0;;"44040";38008;38001;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
38507;01/01/1950;"PONTELAGOSCURO";"FE";"D548";0;;"44038";38008;38008;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
38508;01/01/1950;"TRESIGALLO (FORMIGNANA)";"FE";"D713";0;;"44039";38008;38009;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
38509;01/01/1950;"COLOGNA (BERRA)";"FE";"A806";0;;"44030";38008;38002;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
38510;01/01/1950;"GUARDA FERRARESE (RO)";"FE";"H360";0;;"44030";38008;38020;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
38511;01/01/1950;"MEZZOGORO (CODIGORO)";"FE";"C814";0;;"44020";38008;38005;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
38512;01/01/1950;"RIPAPERSICO (PORTOMAGGIORE)";"FE";"G916";0;;"44015";38008;38019;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
38513;01/01/1950;"FRANCOLINO (FERRARA)";"FE";"A965";0;;"44036";38008;38003;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
38514;01/01/1950;"AMBROGIO (COPPARO)";"FE";"C980";0;;"44031";38008;38007;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
38515;01/01/1950;"ALBERONE (RO)";"FE";"H360";0;;"44030";38008;38020;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
38516;01/01/1950;"PILASTRI (BONDENO)";"FE";"A965";0;;"44010";38008;38003;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
38517;01/01/1950;"S.BIAGIO (ARGENTA)";"FE";"A393";0;;"44016";38008;38001;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
38518;01/01/1950;"PONTELAGOSCURO (FERRARA)";"FE";"D548";0;;"44038";38008;38008;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
38519;01/01/1950;"POROTTO";"FE";"D548";0;;"44044";38008;38008;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
38520;01/01/1950;"S.GIOVANNI (OSTELLATO)";"FE";"G184";0;;"44020";38008;38017;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
38521;01/01/1950;"TAMARA (COPPARO)";"FE";"C980";0;;"44030";38008;38007;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
38522;01/01/1950;"QUACCHIO";"FE";"D548";0;;"44100";38008;38008;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
39001;01/01/1950;"ALFONSINE";"RA";"A191";36;;"48011";39014;39001;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
39002;01/01/1950;"BAGNACAVALLO";"RA";"A547";36;;"48012";39014;39002;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
39003;01/01/1950;"BAGNARA DI ROMAGNA";"RA";"A551";36;;"48010";39014;39003;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
39004;01/01/1950;"BRISIGHELLA";"RA";"B188";37;;"48013";39014;39004;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
39005;01/01/1950;"CASOLA VALSENIO";"RA";"B982";37;;"48010";39014;39005;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
39006;01/01/1950;"CASTEL BOLOGNESE";"RA";"C065";37;;"48014";39014;39006;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
39007;01/01/1950;"CERVIA";"RA";"C553";35;;"48015";39014;39007;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
39008;01/01/1950;"CONSELICE";"RA";"C963";36;;"48017";39014;39008;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
39009;01/01/1950;"COTIGNOLA";"RA";"D121";36;;"48010";39014;39009;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
39010;01/01/1950;"FAENZA";"RA";"D458";37;;"48018";39014;39010;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
39011;01/01/1950;"FUSIGNANO";"RA";"D829";36;;"48010";39014;39011;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
39012;01/01/1950;"LUGO";"RA";"E730";36;;"48022";39014;39012;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
39013;01/01/1950;"MASSA LOMBARDA";"RA";"F029";36;;"48024";39014;39013;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
39014;01/01/1950;"RAVENNA";"RA";"H199";35;;"48100";39014;39014;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
39015;01/01/1950;"RIOLO TERME";"RA";"H302";37;;"48025";39014;39015;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
39016;01/01/1950;"RUSSI";"RA";"H642";35;;"48026";39014;39016;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
39017;01/01/1950;"S.AGATA SUL SANTERNO";"RA";"I196";36;;"48020";39014;39017;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
39018;01/01/1950;"SOLAROLO";"RA";"I787";37;;"48027";39014;39018;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
39501;01/01/1950;"S.ALBERTO (RAVENNA)";"RA";"H199";0;;"48020";39014;39014;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
39502;01/01/1950;"CASTIGLIONE DI RAVENNA";"RA";"H199";0;;"48010";39014;39014;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
39503;01/01/1950;"RIOLO BAGNI";"RA";"H302";0;;"48025";39014;39015;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
40001;01/01/1950;"BAGNO DI ROMAGNA";"FO";"A565";39;;"47021";40012;40001;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
40002;15/04/1992;"BELLARIA IGEA MARINA";"RN";"A747";40;;"47814";99014;99001;0;;;0;"89";15/04/1997;"P.RIMINI";;;;
40003;01/01/1950;"BERTINORO";"FO";"A809";38;;"47032";40012;40003;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
40004;01/01/1950;"BORGHI";"FO";"B001";39;;"47030";40012;40004;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
40005;01/01/1950;"CASTROCARO T. E TERRA DEL SOLE";"FO";"C339";38;;"47011";40012;40005;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
40006;15/04/1992;"CATTOLICA";"RN";"C357";41;;"47841";99014;99002;0;;;0;"89";15/04/1997;"P.RIMINI";;;;
40007;01/01/1950;"CESENA";"FO";"C573";39;;"47023";40012;40007;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
40008;01/01/1950;"CESENATICO";"FO";"C574";39;;"47042";40012;40008;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
40009;01/01/1950;"CIVITELLA DI ROMAGNA";"FO";"C777";38;;"47012";40012;40009;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
40010;15/04/1992;"CORIANO";"RN";"D004";41;;"47853";99014;99003;0;;;0;"89";15/04/1997;"P.RIMINI";;;;
40011;01/01/1950;"DOVADOLA";"FO";"D357";38;;"47013";40012;40011;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
40012;01/01/1950;"FORLI'";"FO";"D704";38;;"47100";40012;40012;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
40013;01/01/1950;"FORLIMPOPOLI";"FO";"D705";38;;"47034";40012;40013;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
40014;01/01/1950;"GALEATA";"FO";"D867";38;;"47010";40012;40014;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
40015;01/01/1950;"GAMBETTOLA";"FO";"D899";39;;"47035";40012;40015;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
40016;01/01/1950;"GATTEO";"FO";"D935";39;;"47030";40012;40016;0;;;0;"99";06/06/1996;"BS2000";12/09/2007;"DESERIA";;
40017;15/04/1992;"GEMMANO";"RN";"D961";41;;"47855";99014;99004;0;;;0;"89";15/04/1997;"P.RIMINI";;;;
40018;01/01/1950;"LONGIANO";"FO";"E675";39;;"47020";40012;40018;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
40019;01/01/1950;"MELDOLA";"FO";"F097";38;;"47014";40012;40019;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
40020;01/01/1950;"MERCATO SARACENO";"FO";"F139";39;;"47025";40012;40020;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
40021;15/04/1992;"MISANO ADRIATICO";"RN";"F244";41;;"47843";99014;99005;0;;;0;"89";15/04/1997;"P.RIMINI";;;;
40022;01/01/1950;"MODIGLIANA";"FO";"F259";37;;"47015";40012;40022;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
40023;15/04/1992;"MONDAINO";"RN";"F346";41;;"47836";99014;99006;0;;;0;"99";15/04/1997;"P.RIMINI";;;;
40024;15/04/1992;"MONTE COLOMBO";"RN";"F476";41;;"47854";99014;99007;0;;;0;"89";15/04/1997;"P.RIMINI";;;;
40025;15/04/1992;"MONTEFIORE CONCA";"RN";"F502";41;;"47834";99014;99008;0;;;0;"89";15/04/1997;"P.RIMINI";;;;
40026;15/04/1992;"MONTE GRIDOLFO";"RN";"F523";41;;"47837";99014;99009;0;;;0;"89";15/04/1997;"P.RIMINI";;;;
40027;15/04/1992;"MONTESCUDO";"RN";"F641";41;;"47854";99014;99010;0;;;0;"89";15/04/1997;"P.RIMINI";;;;
40028;01/01/1950;"MONTIANO";"FO";"F668";39;;"47020";40012;40028;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
40029;15/04/1992;"MORCIANO DI ROMAGNA";"RN";"F715";41;;"47833";99014;99011;0;;;0;"89";15/04/1997;"P.RIMINI";;;;
40030;15/04/1992;"POGGIO BERNI";"RN";"G755";40;;"47824";99014;99012;0;;;0;"89";15/04/1997;"P.RIMINI";;;;
40031;01/01/1950;"PORTICO E S.BENEDETTO";"FO";"G904";38;;"47010";40012;40031;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
40032;01/01/1950;"PREDAPPIO";"FO";"H017";38;;"47016";40012;40032;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
40033;01/01/1950;"PREMILCUORE";"FO";"H034";38;;"47010";40012;40033;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
40034;15/04/1992;"RICCIONE";"RN";"H274";41;;"47838";99014;99013;0;;;0;"89";15/04/1997;"P.RIMINI";;;;
40035;15/04/1992;"RIMINI";"RN";"H294";40;;"47900";99014;99014;0;;;0;"89";15/04/1997;"P.RIMINI";;;;
40036;01/01/1950;"ROCCA S.CASCIANO";"FO";"H437";38;;"47017";40012;40036;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
40037;01/01/1950;"RONCOFREDDO";"FO";"H542";39;;"47020";40012;40037;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
40038;15/04/1992;"SALUDECIO";"RN";"H724";41;;"47835";99014;99015;0;;;0;"89";15/04/1997;"P.RIMINI";;;;
40039;15/04/1992;"S.CLEMENTE";"RN";"H801";41;;"47832";99014;99016;0;;;0;"89";15/04/1997;"P.RIMINI";;;;
40040;15/04/1992;"S.GIOVANNI IN MARIGNANO";"RN";"H921";41;;"47842";99014;99017;0;;;0;"89";15/04/1997;"P.RIMINI";;;;
40041;01/01/1950;"S.MAURO PASCOLI";"FO";"I027";39;;"47030";40012;40041;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
40042;15/04/1992;"SANTARCANGELO DI ROMAGNA";"RN";"I304";40;;"47822";99014;99018;0;;;0;"89";15/04/1997;"P.RIMINI";;;;
40043;01/01/1950;"S.SOFIA";"FO";"I310";38;;"47018";40012;40043;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
40044;01/01/1950;"SARSINA";"FO";"I444";39;;"47027";40012;40044;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
40045;01/01/1950;"SAVIGNANO SUL RUBICONE";"FO";"I472";39;;"47039";40012;40045;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
40046;01/01/1950;"SOGLIANO AL RUBICONE";"FO";"I779";39;;"47030";40012;40046;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
40048;15/04/1992;"TORRIANA";"RN";"I550";40;;"47825";99014;99019;0;;;0;"89";15/04/1997;"P.RIMINI";;;;
40049;01/01/1950;"TREDOZIO";"FO";"L361";37;;"47019";40012;40049;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
40050;01/01/1950;"VERGHERETO";"FO";"L764";39;;"47028";40012;40050;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
40051;15/04/1992;"VERUCCHIO";"RN";"L797";40;;"47826";99014;99020;0;;;0;"89";15/04/1997;"P.RIMINI";;;;
40052;01/01/1996;"IGEA MARINA";"RN";;;;"47813";;;0;;;0;"89";15/04/1997;"P.RIMINI";;;;
40053;01/01/1996;"MIRAMARE DI RIMINI";"RN";;;;"47831";;;0;;;0;"89";15/04/1997;"P.RIMINI";;;;
40054;01/01/1996;"OSPEDALETTO DI RIMINI";"RN";;;;"47852";;;0;;;0;"89";15/04/1997;"P.RIMINI";;;;
40055;01/01/1996;"SAN LORENZO IN CORREGGIANO";"RN";;;;"47851";;;0;;;0;"89";15/04/1997;"P.RIMINI";;;;
40056;01/01/1996;"SAN VITO";"RN";;;;"47823";;;0;;;0;"89";15/04/1997;"P.RIMINI";;;;
40057;01/01/1996;"SANT'ERMETE";"RN";;;;"47828";;;0;;;0;"89";15/04/1997;"P.RIMINI";;;;
40058;01/01/1996;"SANTA GIUSTINA";"RN";;;;"47821";;;0;;;0;"89";15/04/1997;"P.RIMINI";;;;
40059;01/01/1996;"TORRE PEDRERA";"RN";;;;"47812";;;0;;;0;"89";15/04/1997;"P.RIMINI";;;;
40060;01/01/1996;"VILLA VERUCCHIO";"RN";;;;"47827";;;0;;;0;"89";15/04/1997;"P.RIMINI";;;;
40061;01/01/1996;"VISERBA";"RN";;;;"48811";;;0;;;0;"89";15/04/1997;"P.RIMINI";;;;
40501;01/01/1950;"SORBANO";"FO";"I842";0;;"47027";40012;40044;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
40502;01/01/1950;"MORTANO";"FO";"I310";0;;"47018";40012;40043;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
40503;01/01/1950;"ROVERSANO";"FO";"H613";0;;"47023";40012;40007;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
40504;01/01/1950;"S.PIERO IN BAGNO";"FO";"A565";0;;"47021";40012;40001;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
40505;01/01/1950;"TEODORANO";"FO";"L099";0;;"47010";40012;40019;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
40506;01/01/1950;"S.BENEDETTO IN ALPE";"FO";"G904";0;;"47010";40012;40031;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
40508;01/01/1950;"TERRA DEL SOLE";"FO";"C339";0;;"47010";40012;40005;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
40509;01/01/1950;"SORBANO ORA SARSINA";"FO";"I842";0;;"47027";40012;40044;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
40510;01/01/1950;"SCORTICATA";"FO";"I550";0;;"47030";40012;40048;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
40511;01/01/1950;"ROVERSANO ORA CESENA";"FO";"C573";0;;"47023";40012;40007;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
40512;01/01/1950;"TEODORANO ORA MELDOLA";"FO";"L099";0;;"47010";40012;40019;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
40513;01/01/1950;"MORTANO ORA SANTA SOFIA";"FO";"I310";0;;"47018";40012;40043;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
40514;01/01/1950;"FIUMANA";"FO";"D618";0;;"47010";40012;40032;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
40515;01/01/1950;"TERRA DEL SOLE E CASTROCARO";"FO";"C339";0;;"47011";40012;40005;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
40516;01/01/1950;"PORTICO";"FO";"G904";0;;"00000";40012;40031;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
40517;01/01/1950;"SCORTICATA ORA TORRIANA";"FO";"I550";0;;"47030";40012;40048;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
40991;01/01/1950;":IRREPER. CENSIMENTO 1991";"FO";"D704";0;;"00000";40012;0;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
40997;01/01/1950;"A SEGUITO TRASCRIZIONE NASCITA";"FO";"D704";0;;"00000";40012;40012;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
40998;01/01/1950;"RICOMPARSO DA IRREPERIBILITA'";"FO";"D704";0;;"00000";40012;40012;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
40999;01/01/1950;"LEGGE 470/88 ART.4 COMMA D)";"FO";"D704";0;;"00000";40012;40012;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
41001;01/01/1950;"ACQUALAGNA";"PS";"A035";0;;"61041";41067;41001;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
41002;01/01/1950;"APECCHIO";"PS";"A327";0;;"61042";41067;41002;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
41003;01/01/1950;"AUDITORE";"PS";"A493";0;;"61020";41067;41003;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
41004;01/01/1950;"BARCHI";"PS";"A639";0;;"61030";41044;41004;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
41005;01/01/1950;"BELFORTE ALL'ISAURO";"PS";"A740";0;;"61020";41067;41005;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
41006;01/01/1950;"BORGO PACE";"PS";"B026";0;;"61040";41067;41006;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
41007;01/01/1950;"CAGLI";"PS";"B352";0;;"61043";41067;41007;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
41008;01/01/1950;"CANTIANO";"PS";"B636";0;;"61044";41067;41008;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
41009;01/01/1950;"CARPEGNA";"PS";"B816";0;;"61021";41067;41009;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
41010;01/01/1950;"CARTOCETO";"PS";"B846";0;;"61030";41044;41010;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
41011;01/01/1950;"CASTELDELCI";"PS";"C080";0;;"61010";41044;41011;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
41012;01/01/1950;"COLBORDOLO";"PS";"C830";0;;"61022";41067;41012;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
41013;01/01/1950;"FANO";"PS";"D488";0;;"61032";41044;41013;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
41014;01/01/1950;"FERMIGNANO";"PS";"D541";0;;"61033";41067;41014;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
41015;01/01/1950;"FOSSOMBRONE";"PS";"D749";0;;"61034";41067;41015;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
41016;01/01/1950;"FRATTE ROSA";"PS";"D791";0;;"61040";41044;41016;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
41017;01/01/1950;"FRONTINO";"PS";"D807";0;;"61020";41067;41017;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
